student_id,school,sex,age,address_type,family_size,parent_status,mother_education,father_education,mother_job,father_job,school_choice_reason,guardian,travel_time,study_time,class_failures,school_support,family_support,extra_paid_classes,activities,nursery_school,higher_ed,internet_access,romantic_relationship,family_relationship,free_time,social,weekday_alcohol,weekend_alcohol,health,absences,grade_1,grade_2,final_grade
121,GP,F,15.0,Urban,1.0,Living together,1.0,2.0,at_home,services,course,mother,0.0,1.0,0.0,no,no,no,no,no,yes,yes,no,3.0,2.0,3.0,1.0,2.0,1.0,2.0,16.0,15.0,15.0
122,GP,M,15.0,Urban,1.0,Living together,2.0,2.0,services,services,home,father,0.0,3.0,0.0,no,yes,yes,yes,yes,yes,yes,no,5.0,5.0,4.0,1.0,2.0,5.0,6.0,16.0,14.0,15.0
123,GP,F,16.0,Urban,0.0,Living together,2.0,4.0,other,health,course,father,1.0,1.0,0.0,no,yes,yes,yes,yes,yes,yes,yes,4.0,2.0,2.0,1.0,2.0,5.0,2.0,13.0,13.0,13.0
124,GP,M,16.0,Urban,1.0,Living together,4.0,4.0,health,other,course,mother,0.0,0.0,0.0,no,yes,no,yes,yes,yes,yes,no,3.0,4.0,4.0,1.0,4.0,5.0,18.0,14.0,11.0,13.0
125,GP,F,16.0,Urban,1.0,Living together,2.0,2.0,other,other,home,mother,0.0,1.0,0.0,no,no,yes,no,yes,yes,yes,yes,5.0,4.0,4.0,1.0,1.0,5.0,0.0,8.0,7.0,8.0
126,GP,M,15.0,Urban,1.0,Living together,3.0,4.0,services,services,home,father,0.0,0.0,0.0,yes,no,no,no,yes,yes,yes,no,5.0,5.0,5.0,3.0,2.0,5.0,0.0,13.0,13.0,12.0
127,GP,F,15.0,Urban,0.0,Apart,3.0,4.0,other,other,home,mother,0.0,1.0,0.0,yes,no,no,yes,yes,yes,yes,yes,5.0,3.0,2.0,1.0,1.0,1.0,0.0,7.0,10.0,11.0
128,GP,F,19.0,Urban,1.0,Living together,0.0,1.0,at_home,other,course,other,0.0,1.0,3.0,no,yes,no,no,no,no,no,no,3.0,4.0,2.0,1.0,1.0,5.0,2.0,7.0,8.0,9.0
129,GP,M,18.0,Rural,1.0,Living together,2.0,2.0,services,other,reputation,mother,0.0,0.0,2.0,no,yes,no,yes,yes,yes,yes,no,3.0,3.0,3.0,1.0,2.0,4.0,0.0,7.0,4.0,0.0
130,GP,M,16.0,Rural,1.0,Living together,4.0,4.0,teacher,teacher,course,mother,0.0,0.0,0.0,no,no,yes,yes,yes,yes,yes,no,3.0,5.0,5.0,2.0,5.0,4.0,8.0,18.0,18.0,18.0
131,GP,F,15.0,Rural,1.0,Living together,3.0,4.0,services,teacher,course,father,1.0,2.0,2.0,no,yes,no,no,yes,yes,yes,yes,4.0,2.0,2.0,2.0,2.0,5.0,0.0,12.0,0.0,0.0
132,GP,F,15.0,Urban,1.0,Living together,1.0,1.0,at_home,other,course,mother,2.0,0.0,0.0,no,yes,no,yes,no,yes,yes,yes,4.0,3.0,3.0,1.0,2.0,4.0,0.0,8.0,0.0,0.0
133,GP,F,17.0,Urban,0.0,Living together,2.0,2.0,other,other,course,father,0.0,0.0,0.0,no,yes,no,no,yes,yes,yes,yes,3.0,4.0,4.0,1.0,3.0,5.0,12.0,10.0,13.0,12.0
134,GP,F,16.0,Urban,1.0,Apart,3.0,4.0,services,other,course,father,0.0,0.0,0.0,no,no,no,no,yes,yes,yes,no,3.0,2.0,1.0,1.0,4.0,5.0,16.0,12.0,11.0,11.0
135,GP,M,15.0,Rural,1.0,Living together,3.0,4.0,at_home,teacher,course,mother,3.0,1.0,0.0,no,yes,no,no,yes,yes,no,yes,5.0,3.0,3.0,1.0,1.0,5.0,0.0,9.0,0.0,0.0
136,GP,F,15.0,Urban,1.0,Living together,4.0,4.0,services,at_home,course,mother,0.0,2.0,0.0,no,yes,no,yes,yes,yes,yes,yes,4.0,3.0,3.0,1.0,1.0,5.0,0.0,11.0,0.0,0.0
137,GP,M,17.0,Rural,1.0,Living together,3.0,4.0,at_home,other,course,mother,2.0,1.0,0.0,no,no,no,no,yes,yes,no,no,5.0,4.0,5.0,2.0,4.0,5.0,0.0,10.0,0.0,0.0
138,GP,F,16.0,Urban,1.0,Apart,3.0,3.0,other,other,course,other,1.0,0.0,2.0,no,yes,no,yes,no,yes,yes,yes,4.0,3.0,2.0,1.0,1.0,5.0,0.0,4.0,0.0,0.0
139,GP,M,16.0,Urban,0.0,Living together,1.0,1.0,services,other,course,mother,0.0,1.0,1.0,no,no,no,no,yes,yes,no,yes,4.0,4.0,4.0,1.0,3.0,5.0,0.0,14.0,12.0,12.0
140,GP,F,15.0,Urban,1.0,Living together,4.0,4.0,teacher,teacher,course,mother,1.0,0.0,0.0,no,no,no,yes,yes,yes,yes,no,4.0,3.0,2.0,1.0,1.0,5.0,0.0,16.0,16.0,15.0
141,GP,M,15.0,Urban,1.0,Living together,4.0,3.0,teacher,services,course,father,1.0,3.0,0.0,yes,yes,no,no,yes,yes,yes,no,2.0,2.0,2.0,1.0,1.0,3.0,0.0,7.0,9.0,0.0
142,GP,M,16.0,Urban,0.0,Living together,2.0,2.0,services,services,reputation,father,1.0,0.0,2.0,no,yes,no,yes,yes,yes,yes,no,2.0,3.0,3.0,2.0,2.0,2.0,8.0,9.0,9.0,9.0
143,GP,F,15.0,Urban,1.0,Living together,4.0,4.0,teacher,services,course,mother,0.0,2.0,0.0,no,yes,yes,yes,yes,yes,yes,no,4.0,2.0,2.0,1.0,1.0,5.0,2.0,9.0,11.0,11.0
144,GP,F,16.0,Urban,0.0,Living together,1.0,1.0,at_home,at_home,course,mother,0.0,0.0,0.0,no,no,no,no,yes,yes,yes,no,3.0,4.0,4.0,3.0,3.0,1.0,2.0,14.0,14.0,13.0
145,GP,M,17.0,Urban,1.0,Living together,2.0,1.0,other,other,home,mother,0.0,0.0,3.0,no,yes,no,no,yes,yes,yes,no,5.0,4.0,5.0,1.0,2.0,5.0,0.0,5.0,0.0,0.0
146,GP,F,15.0,Urban,1.0,Living together,1.0,1.0,other,services,course,father,0.0,1.0,0.0,no,yes,yes,no,yes,yes,yes,no,4.0,4.0,2.0,1.0,2.0,5.0,0.0,8.0,11.0,11.0
147,GP,F,15.0,Urban,1.0,Living together,3.0,2.0,health,services,home,father,0.0,1.0,3.0,no,yes,no,no,yes,yes,yes,no,3.0,3.0,2.0,1.0,1.0,3.0,0.0,6.0,7.0,0.0
148,GP,F,15.0,Urban,1.0,Living together,1.0,2.0,at_home,other,course,mother,0.0,1.0,0.0,no,yes,yes,no,no,yes,yes,no,4.0,3.0,2.0,1.0,1.0,5.0,2.0,10.0,11.0,11.0
149,GP,M,16.0,Urban,1.0,Living together,4.0,4.0,teacher,teacher,course,mother,0.0,0.0,0.0,no,yes,no,no,yes,no,yes,yes,3.0,3.0,2.0,2.0,1.0,5.0,0.0,7.0,6.0,0.0
150,GP,M,15.0,Urban,0.0,Apart,2.0,1.0,services,other,course,mother,3.0,0.0,3.0,no,no,no,no,yes,yes,yes,no,4.0,5.0,5.0,2.0,5.0,5.0,0.0,8.0,9.0,10.0
151,GP,M,18.0,Urban,0.0,Living together,1.0,1.0,other,other,course,mother,0.0,0.0,3.0,no,no,no,no,yes,no,yes,yes,2.0,3.0,5.0,2.0,5.0,4.0,0.0,6.0,5.0,0.0
152,GP,M,16.0,Urban,0.0,Living together,2.0,1.0,at_home,other,course,mother,0.0,0.0,1.0,no,no,no,yes,yes,yes,no,yes,4.0,4.0,4.0,3.0,5.0,5.0,6.0,12.0,13.0,14.0
153,GP,F,15.0,Rural,1.0,Living together,3.0,3.0,services,services,reputation,other,1.0,2.0,2.0,no,yes,yes,yes,yes,yes,yes,yes,4.0,2.0,1.0,2.0,3.0,3.0,8.0,10.0,10.0,10.0
154,GP,M,19.0,Urban,1.0,Living together,3.0,2.0,services,at_home,home,mother,0.0,0.0,3.0,no,yes,no,no,yes,no,yes,yes,4.0,5.0,4.0,1.0,1.0,4.0,0.0,5.0,0.0,0.0
155,GP,F,17.0,Urban,1.0,Living together,4.0,4.0,other,teacher,course,mother,0.0,0.0,0.0,yes,yes,no,no,yes,yes,no,yes,4.0,2.0,1.0,1.0,1.0,4.0,0.0,11.0,11.0,12.0
156,GP,M,15.0,Rural,1.0,Living together,2.0,3.0,at_home,services,course,mother,0.0,1.0,0.0,yes,no,yes,yes,yes,yes,no,no,4.0,4.0,4.0,1.0,1.0,1.0,2.0,11.0,8.0,8.0
157,GP,M,17.0,Rural,0.0,Living together,1.0,2.0,other,other,reputation,mother,0.0,0.0,0.0,no,no,no,no,yes,yes,no,no,2.0,2.0,2.0,3.0,3.0,5.0,8.0,16.0,12.0,13.0
158,GP,F,18.0,Rural,1.0,Living together,1.0,1.0,at_home,other,course,mother,2.0,0.0,3.0,no,yes,no,yes,no,yes,no,no,5.0,2.0,5.0,1.0,5.0,4.0,6.0,9.0,8.0,10.0
159,GP,M,16.0,Rural,1.0,Living together,2.0,2.0,at_home,other,course,mother,2.0,0.0,0.0,no,no,no,no,no,yes,no,no,4.0,2.0,2.0,1.0,2.0,3.0,2.0,17.0,15.0,15.0
160,GP,M,16.0,Urban,1.0,Living together,3.0,3.0,other,services,course,father,0.0,1.0,1.0,no,yes,yes,no,yes,yes,yes,yes,4.0,5.0,5.0,4.0,4.0,5.0,4.0,10.0,12.0,12.0
161,GP,M,17.0,Rural,0.0,Living together,2.0,1.0,at_home,other,course,mother,1.0,0.0,2.0,no,no,no,yes,yes,no,yes,yes,3.0,3.0,2.0,2.0,2.0,5.0,0.0,7.0,6.0,0.0
162,GP,M,15.0,Rural,1.0,Living together,3.0,2.0,other,other,course,mother,1.0,1.0,2.0,yes,yes,no,no,yes,yes,yes,yes,4.0,4.0,4.0,1.0,4.0,3.0,6.0,5.0,9.0,7.0
163,GP,M,16.0,Urban,0.0,Living together,1.0,2.0,other,other,course,mother,1.0,0.0,1.0,no,no,no,yes,yes,yes,no,no,4.0,4.0,4.0,2.0,4.0,5.0,0.0,7.0,0.0,0.0
164,GP,M,17.0,Urban,1.0,Living together,1.0,3.0,at_home,services,course,father,0.0,0.0,0.0,no,no,no,no,yes,no,yes,no,5.0,3.0,3.0,1.0,4.0,2.0,2.0,10.0,10.0,10.0
165,GP,M,17.0,Rural,0.0,Living together,1.0,1.0,other,services,course,mother,3.0,1.0,3.0,no,no,no,yes,yes,no,no,yes,5.0,3.0,5.0,1.0,5.0,5.0,0.0,5.0,8.0,7.0
166,GP,M,16.0,Urban,1.0,Living together,3.0,2.0,services,services,course,mother,1.0,0.0,1.0,no,yes,no,yes,no,no,no,no,4.0,5.0,2.0,1.0,1.0,2.0,16.0,12.0,11.0,12.0
167,GP,M,16.0,Urban,1.0,Living together,2.0,2.0,other,other,course,father,0.0,1.0,0.0,no,no,no,no,yes,no,yes,no,4.0,3.0,5.0,2.0,4.0,4.0,4.0,10.0,10.0,10.0
168,GP,F,16.0,Urban,1.0,Living together,4.0,2.0,health,services,home,father,0.0,1.0,0.0,no,no,yes,no,yes,yes,yes,yes,4.0,2.0,3.0,1.0,1.0,3.0,0.0,14.0,15.0,16.0
169,GP,F,16.0,Urban,1.0,Living together,2.0,2.0,other,other,home,mother,0.0,1.0,0.0,no,yes,yes,no,no,yes,yes,no,5.0,1.0,5.0,1.0,1.0,4.0,0.0,6.0,7.0,0.0
170,GP,F,16.0,Urban,1.0,Living together,4.0,4.0,health,health,reputation,mother,0.0,1.0,0.0,no,yes,yes,no,yes,yes,yes,yes,4.0,4.0,2.0,1.0,1.0,3.0,0.0,14.0,14.0,14.0
171,GP,M,16.0,Urban,1.0,Living together,3.0,4.0,other,other,course,father,2.0,0.0,2.0,no,yes,no,yes,no,yes,yes,no,3.0,4.0,5.0,2.0,4.0,2.0,0.0,6.0,5.0,0.0
172,GP,M,16.0,Urban,1.0,Living together,1.0,0.0,other,other,reputation,mother,1.0,1.0,0.0,no,yes,yes,yes,yes,yes,yes,yes,4.0,3.0,2.0,1.0,1.0,3.0,2.0,13.0,15.0,16.0
173,GP,M,17.0,Urban,0.0,Living together,4.0,4.0,teacher,other,reputation,mother,0.0,1.0,0.0,no,yes,yes,yes,yes,yes,yes,no,4.0,4.0,4.0,1.0,3.0,5.0,0.0,13.0,11.0,10.0
174,GP,F,16.0,Urban,1.0,Living together,1.0,3.0,at_home,services,home,mother,0.0,1.0,3.0,no,no,no,yes,no,yes,yes,yes,4.0,3.0,5.0,1.0,1.0,3.0,0.0,8.0,7.0,0.0
175,GP,F,16.0,Urban,0.0,Living together,3.0,3.0,other,other,reputation,mother,1.0,1.0,0.0,no,yes,yes,yes,yes,yes,yes,no,4.0,4.0,5.0,1.0,1.0,4.0,4.0,10.0,11.0,9.0
176,GP,M,17.0,Urban,0.0,Living together,4.0,3.0,teacher,other,course,mother,1.0,1.0,0.0,no,no,yes,yes,yes,yes,yes,no,4.0,4.0,4.0,4.0,4.0,4.0,4.0,10.0,9.0,9.0
177,GP,F,16.0,Urban,1.0,Living together,2.0,2.0,services,other,reputation,mother,1.0,1.0,0.0,no,no,yes,yes,no,yes,yes,no,3.0,4.0,4.0,1.0,4.0,5.0,2.0,13.0,13.0,11.0
178,GP,M,17.0,Urban,1.0,Living together,3.0,3.0,other,other,reputation,father,0.0,1.0,0.0,no,no,no,yes,no,yes,yes,no,4.0,3.0,4.0,1.0,4.0,4.0,4.0,6.0,5.0,6.0
179,GP,M,16.0,Rural,1.0,Living together,4.0,2.0,teacher,services,other,mother,0.0,0.0,0.0,no,yes,no,yes,yes,yes,yes,yes,4.0,3.0,3.0,3.0,4.0,3.0,10.0,10.0,8.0,9.0
180,GP,M,17.0,Urban,1.0,Living together,4.0,3.0,other,other,course,mother,0.0,1.0,0.0,no,yes,no,yes,yes,yes,yes,yes,5.0,2.0,3.0,1.0,1.0,2.0,4.0,10.0,10.0,11.0
181,GP,M,16.0,Urban,1.0,Living together,4.0,3.0,teacher,other,home,mother,0.0,1.0,0.0,no,yes,yes,yes,yes,yes,yes,no,3.0,4.0,3.0,2.0,3.0,3.0,10.0,9.0,8.0,8.0
182,GP,M,16.0,Urban,1.0,Living together,3.0,3.0,services,other,home,mother,0.0,1.0,0.0,no,no,yes,yes,yes,yes,yes,yes,4.0,2.0,3.0,1.0,2.0,3.0,2.0,12.0,13.0,12.0
183,GP,F,17.0,Urban,1.0,Living together,2.0,4.0,services,services,reputation,father,0.0,1.0,0.0,no,yes,no,yes,yes,yes,no,no,5.0,4.0,2.0,2.0,3.0,5.0,0.0,16.0,17.0,17.0
184,GP,F,17.0,Urban,0.0,Living together,3.0,3.0,other,other,reputation,mother,0.0,1.0,0.0,no,yes,no,yes,yes,yes,yes,yes,5.0,3.0,3.0,2.0,3.0,1.0,56.0,9.0,9.0,8.0
185,GP,F,16.0,Urban,1.0,Living together,3.0,2.0,other,other,reputation,mother,0.0,1.0,0.0,no,yes,yes,no,yes,yes,yes,no,1.0,2.0,2.0,1.0,2.0,1.0,14.0,12.0,13.0,12.0
186,GP,M,17.0,Urban,1.0,Living together,3.0,3.0,services,services,other,mother,0.0,1.0,0.0,no,yes,no,yes,yes,yes,yes,yes,4.0,3.0,4.0,2.0,3.0,4.0,12.0,12.0,12.0,11.0
187,GP,M,16.0,Urban,1.0,Living together,1.0,2.0,services,services,other,mother,0.0,0.0,0.0,no,yes,yes,yes,yes,yes,yes,yes,3.0,3.0,3.0,1.0,2.0,3.0,2.0,11.0,12.0,11.0
188,GP,M,16.0,Urban,0.0,Living together,2.0,1.0,other,other,course,mother,0.0,1.0,0.0,no,no,yes,yes,yes,yes,yes,yes,4.0,2.0,3.0,1.0,2.0,5.0,0.0,15.0,15.0,15.0
189,GP,F,17.0,Urban,1.0,Apart,3.0,3.0,health,other,reputation,mother,0.0,1.0,0.0,no,yes,no,no,no,yes,yes,yes,3.0,3.0,3.0,1.0,3.0,3.0,6.0,8.0,7.0,9.0
190,GP,M,17.0,Rural,1.0,Living together,1.0,2.0,at_home,other,home,mother,0.0,1.0,0.0,no,no,no,no,yes,yes,no,no,3.0,1.0,3.0,1.0,5.0,3.0,4.0,8.0,9.0,10.0
191,GP,F,16.0,Urban,1.0,Living together,2.0,3.0,services,services,course,mother,0.0,1.0,0.0,no,no,no,no,yes,yes,yes,no,4.0,3.0,3.0,1.0,1.0,2.0,10.0,11.0,12.0,13.0
192,GP,F,17.0,Urban,1.0,Living together,1.0,1.0,at_home,services,course,mother,0.0,1.0,0.0,no,no,no,yes,yes,yes,yes,no,5.0,3.0,3.0,1.0,1.0,3.0,0.0,8.0,8.0,9.0
193,GP,M,17.0,Urban,1.0,Living together,1.0,2.0,at_home,services,other,other,1.0,1.0,0.0,no,no,yes,yes,no,yes,yes,no,4.0,4.0,4.0,4.0,5.0,5.0,12.0,7.0,8.0,8.0
194,GP,M,16.0,Rural,1.0,Living together,3.0,3.0,services,services,reputation,mother,0.0,0.0,0.0,no,yes,no,yes,yes,yes,yes,no,4.0,3.0,2.0,3.0,4.0,5.0,8.0,8.0,9.0,10.0
195,GP,M,16.0,Urban,1.0,Living together,2.0,3.0,other,other,home,father,1.0,0.0,0.0,no,no,no,no,yes,yes,yes,no,5.0,3.0,3.0,1.0,1.0,3.0,0.0,13.0,14.0,14.0
196,GP,F,17.0,Urban,0.0,Living together,2.0,4.0,services,services,course,father,0.0,1.0,0.0,no,no,no,yes,yes,yes,yes,yes,4.0,3.0,2.0,1.0,1.0,5.0,0.0,14.0,15.0,15.0
197,GP,M,17.0,Urban,1.0,Living together,4.0,4.0,services,teacher,home,mother,0.0,0.0,0.0,no,no,no,no,yes,yes,yes,no,5.0,2.0,3.0,1.0,2.0,5.0,4.0,17.0,15.0,16.0
198,GP,M,16.0,Rural,0.0,Living together,3.0,3.0,teacher,other,home,father,2.0,0.0,0.0,no,yes,yes,yes,yes,yes,yes,no,3.0,3.0,4.0,3.0,5.0,3.0,8.0,9.0,9.0,10.0
199,GP,F,17.0,Urban,1.0,Living together,4.0,4.0,services,teacher,home,mother,1.0,0.0,1.0,no,yes,no,no,yes,yes,yes,no,4.0,2.0,4.0,2.0,3.0,2.0,24.0,18.0,18.0,18.0
200,GP,F,16.0,Urban,0.0,Living together,4.0,4.0,teacher,teacher,reputation,mother,0.0,1.0,0.0,no,yes,yes,no,yes,yes,yes,no,4.0,5.0,2.0,1.0,2.0,3.0,0.0,9.0,9.0,10.0
201,GP,F,16.0,Urban,1.0,Living together,4.0,3.0,health,other,home,mother,0.0,1.0,0.0,no,yes,no,yes,yes,yes,yes,no,4.0,3.0,5.0,1.0,5.0,2.0,2.0,16.0,16.0,16.0
202,GP,F,16.0,Urban,1.0,Living together,2.0,3.0,other,other,reputation,mother,0.0,1.0,0.0,yes,yes,yes,yes,yes,yes,no,no,4.0,4.0,3.0,1.0,3.0,4.0,6.0,8.0,10.0,10.0
203,GP,F,17.0,Urban,1.0,Living together,1.0,1.0,other,other,course,mother,0.0,1.0,0.0,no,yes,yes,no,no,yes,no,no,4.0,4.0,4.0,1.0,3.0,1.0,4.0,9.0,9.0,10.0
204,GP,F,17.0,Rural,1.0,Living together,2.0,2.0,other,other,reputation,mother,0.0,0.0,0.0,no,yes,no,no,yes,yes,yes,no,5.0,3.0,2.0,1.0,2.0,3.0,18.0,7.0,6.0,6.0
205,GP,F,16.0,Rural,1.0,Living together,2.0,2.0,services,services,reputation,mother,1.0,3.0,0.0,no,yes,yes,yes,no,yes,yes,no,5.0,3.0,5.0,1.0,1.0,5.0,6.0,10.0,10.0,11.0
206,GP,F,17.0,Urban,1.0,Living together,3.0,4.0,at_home,services,home,mother,0.0,2.0,1.0,no,yes,yes,no,yes,yes,yes,yes,4.0,4.0,3.0,3.0,4.0,5.0,28.0,10.0,9.0,9.0
207,GP,F,16.0,Urban,1.0,Apart,3.0,1.0,services,other,course,mother,0.0,1.0,3.0,no,yes,yes,no,yes,yes,yes,no,2.0,3.0,3.0,2.0,2.0,4.0,5.0,7.0,7.0,7.0
208,GP,F,16.0,Urban,1.0,Living together,4.0,3.0,teacher,other,other,mother,0.0,1.0,0.0,no,no,yes,yes,yes,yes,yes,yes,1.0,3.0,2.0,1.0,1.0,1.0,10.0,11.0,12.0,13.0
209,GP,F,16.0,Urban,1.0,Living together,1.0,1.0,at_home,other,home,mother,1.0,0.0,0.0,no,yes,yes,no,yes,yes,no,no,4.0,3.0,2.0,1.0,4.0,5.0,6.0,9.0,9.0,10.0
210,GP,F,17.0,Rural,1.0,Living together,4.0,3.0,teacher,other,reputation,mother,1.0,2.0,0.0,no,yes,yes,yes,yes,yes,yes,yes,4.0,4.0,2.0,1.0,1.0,4.0,6.0,7.0,7.0,7.0
211,GP,F,19.0,Urban,1.0,Living together,3.0,3.0,other,other,reputation,other,0.0,3.0,0.0,no,yes,yes,yes,yes,yes,yes,no,4.0,3.0,3.0,1.0,2.0,3.0,10.0,8.0,8.0,8.0
212,GP,M,17.0,Urban,0.0,Living together,4.0,4.0,services,other,home,mother,0.0,1.0,0.0,no,yes,yes,no,yes,yes,yes,yes,5.0,3.0,5.0,4.0,5.0,3.0,13.0,12.0,12.0,13.0
213,GP,F,16.0,Urban,1.0,Apart,2.0,2.0,other,other,reputation,mother,0.0,1.0,0.0,yes,yes,yes,no,yes,yes,yes,no,3.0,3.0,4.0,1.0,1.0,4.0,0.0,12.0,13.0,14.0
214,GP,M,18.0,Urban,1.0,Living together,2.0,2.0,services,other,home,mother,0.0,1.0,1.0,no,yes,yes,yes,yes,yes,yes,no,4.0,4.0,4.0,2.0,4.0,5.0,15.0,6.0,7.0,8.0
215,GP,F,17.0,Rural,0.0,Living together,4.0,4.0,services,other,other,mother,0.0,0.0,0.0,no,yes,yes,no,yes,yes,no,no,5.0,2.0,1.0,1.0,2.0,3.0,12.0,8.0,10.0,10.0
216,GP,F,17.0,Urban,0.0,Living together,3.0,2.0,other,other,reputation,mother,1.0,1.0,0.0,no,no,yes,no,yes,yes,yes,no,4.0,4.0,4.0,1.0,3.0,1.0,2.0,14.0,15.0,15.0
217,GP,F,17.0,Urban,1.0,Living together,4.0,3.0,other,other,reputation,mother,0.0,1.0,2.0,no,no,yes,no,yes,yes,yes,yes,3.0,4.0,5.0,2.0,4.0,1.0,22.0,6.0,6.0,4.0
218,GP,M,18.0,Urban,0.0,Living together,3.0,3.0,services,health,home,father,0.0,1.0,1.0,no,yes,yes,no,yes,yes,yes,no,3.0,2.0,4.0,2.0,4.0,4.0,13.0,6.0,6.0,8.0
219,GP,F,17.0,Urban,1.0,Living together,2.0,3.0,at_home,other,home,father,1.0,0.0,0.0,no,yes,yes,no,yes,yes,no,no,3.0,3.0,3.0,1.0,4.0,3.0,3.0,7.0,7.0,8.0
220,GP,F,17.0,Urban,1.0,Living together,2.0,2.0,at_home,at_home,course,mother,0.0,2.0,0.0,no,yes,yes,yes,yes,yes,yes,no,4.0,3.0,3.0,1.0,1.0,4.0,4.0,9.0,10.0,10.0
221,GP,F,17.0,Rural,1.0,Living together,2.0,1.0,at_home,services,reputation,mother,1.0,1.0,0.0,no,yes,no,yes,yes,yes,yes,no,4.0,2.0,5.0,1.0,2.0,5.0,2.0,6.0,6.0,6.0
222,GP,F,17.0,Urban,1.0,Living together,1.0,1.0,at_home,other,reputation,mother,0.0,2.0,1.0,no,yes,no,yes,yes,yes,no,yes,4.0,3.0,4.0,1.0,1.0,5.0,0.0,6.0,5.0,0.0
223,GP,F,16.0,Urban,1.0,Living together,2.0,3.0,services,teacher,other,mother,0.0,1.0,0.0,yes,no,no,no,yes,yes,yes,no,2.0,3.0,1.0,1.0,1.0,3.0,2.0,16.0,16.0,17.0
224,GP,M,18.0,Urban,1.0,Living together,2.0,2.0,other,other,home,mother,1.0,1.0,0.0,no,yes,yes,no,yes,yes,yes,no,3.0,3.0,3.0,5.0,5.0,4.0,0.0,12.0,13.0,13.0
225,GP,F,16.0,Urban,1.0,Living together,4.0,4.0,teacher,services,home,mother,0.0,2.0,0.0,no,yes,no,yes,no,yes,yes,no,5.0,3.0,2.0,1.0,1.0,5.0,0.0,13.0,13.0,14.0
226,GP,F,18.0,Rural,1.0,Living together,3.0,1.0,other,other,reputation,mother,0.0,1.0,1.0,no,no,no,yes,yes,yes,yes,yes,5.0,3.0,3.0,1.0,1.0,4.0,16.0,9.0,8.0,7.0
227,GP,F,17.0,Urban,1.0,Living together,3.0,2.0,other,other,course,mother,0.0,1.0,0.0,no,no,no,yes,no,yes,yes,no,5.0,3.0,4.0,1.0,3.0,3.0,10.0,16.0,15.0,15.0
228,GP,M,17.0,Urban,0.0,Living together,2.0,3.0,services,services,reputation,father,0.0,1.0,0.0,no,yes,yes,no,no,yes,yes,no,5.0,3.0,3.0,1.0,3.0,3.0,2.0,12.0,11.0,12.0
229,GP,M,18.0,Urban,0.0,Living together,2.0,1.0,at_home,other,course,mother,3.0,1.0,0.0,yes,yes,yes,yes,yes,yes,yes,yes,4.0,3.0,2.0,4.0,5.0,3.0,14.0,10.0,8.0,9.0
230,GP,F,17.0,Urban,1.0,Apart,2.0,1.0,other,other,course,mother,1.0,2.0,0.0,no,no,no,yes,yes,yes,yes,yes,3.0,2.0,3.0,1.0,2.0,3.0,10.0,12.0,10.0,12.0
231,GP,F,17.0,Urban,0.0,Living together,4.0,3.0,health,other,reputation,father,0.0,1.0,0.0,no,no,no,yes,yes,yes,yes,yes,3.0,2.0,3.0,1.0,2.0,3.0,14.0,13.0,13.0,14.0
232,GP,M,17.0,Rural,1.0,Living together,2.0,2.0,other,other,course,father,1.0,1.0,0.0,no,yes,yes,yes,yes,yes,yes,no,4.0,5.0,2.0,1.0,1.0,1.0,4.0,11.0,11.0,11.0
233,GP,M,17.0,Urban,1.0,Living together,4.0,4.0,teacher,teacher,reputation,mother,0.0,1.0,0.0,yes,yes,no,yes,yes,yes,yes,yes,4.0,5.0,5.0,1.0,3.0,2.0,14.0,11.0,9.0,9.0
234,GP,M,16.0,Urban,1.0,Living together,4.0,4.0,health,other,reputation,father,0.0,1.0,0.0,no,yes,yes,yes,yes,yes,yes,no,4.0,2.0,4.0,2.0,4.0,1.0,2.0,14.0,13.0,13.0
235,GP,M,16.0,Urban,0.0,Living together,1.0,1.0,other,other,home,mother,1.0,1.0,0.0,no,yes,yes,no,yes,yes,yes,no,3.0,4.0,2.0,1.0,1.0,5.0,18.0,9.0,7.0,6.0
236,GP,M,16.0,Urban,1.0,Living together,3.0,2.0,at_home,other,reputation,mother,1.0,2.0,0.0,no,no,no,yes,yes,yes,yes,yes,5.0,3.0,3.0,1.0,3.0,2.0,10.0,11.0,9.0,10.0
237,GP,M,17.0,Urban,0.0,Living together,2.0,2.0,other,other,home,father,0.0,1.0,0.0,no,no,yes,yes,no,yes,yes,yes,4.0,4.0,2.0,5.0,5.0,4.0,4.0,14.0,13.0,13.0
238,GP,F,16.0,Urban,1.0,Living together,2.0,1.0,other,other,home,mother,0.0,0.0,0.0,no,no,no,no,yes,yes,yes,yes,4.0,5.0,2.0,1.0,1.0,5.0,20.0,13.0,12.0,12.0
239,GP,F,17.0,Rural,1.0,Living together,2.0,1.0,at_home,services,course,mother,2.0,1.0,0.0,no,no,no,yes,yes,yes,no,no,2.0,1.0,1.0,1.0,1.0,3.0,2.0,13.0,11.0,11.0
240,GP,M,18.0,Urban,1.0,Living together,2.0,2.0,other,services,reputation,father,0.0,1.0,1.0,no,no,no,no,yes,no,yes,no,5.0,5.0,4.0,3.0,5.0,2.0,0.0,7.0,7.0,0.0
241,GP,M,17.0,Urban,0.0,Living together,4.0,3.0,health,other,course,mother,1.0,1.0,0.0,no,no,no,yes,yes,yes,yes,yes,2.0,5.0,5.0,1.0,4.0,5.0,14.0,12.0,12.0,12.0
